idx,split,label,dur,sr,ch,subtype
2946,train,4,2.5025,16000,1,PCM_16
2947,test,-1,3.1698125,16000,1,PCM_16
2948,train,3,3.470125,16000,1,PCM_16
2949,train,3,2.3356875,16000,1,PCM_16
2950,train,0,2.129625,16000,1,PCM_16
2951,train,4,2.7694375,16000,1,PCM_16
2952,train,4,2.535875,16000,1,PCM_16
2953,train,0,1.537125,16000,1,PCM_16
2954,train,2,1.8685,16000,1,PCM_16
2955,train,3,2.5025,16000,1,PCM_16
2956,train,4,2.67075,16000,1,PCM_16
2957,train,1,3.43675,16000,1,PCM_16
2958,train,2,2.1859375,16000,1,PCM_16
2959,train,3,2.43575,16000,1,PCM_16
2960,train,1,2.2355625,16000,1,PCM_16
2961,test,-1,2.56925,16000,1,PCM_16
2962,train,4,4.037375,16000,1,PCM_16
2963,train,3,2.06875,16000,1,PCM_16
2964,train,2,3.43675,16000,1,PCM_16
2965,train,0,2.93625,16000,1,PCM_16
2966,train,2,2.3240625,16000,1,PCM_16
2967,test,-1,4.3043125,16000,1,PCM_16
2968,train,0,1.4925,16000,1,PCM_16
2969,train,2,3.6369375,16000,1,PCM_16
2970,train,1,1.7584375,16000,1,PCM_16
2971,train,4,3.57025,16000,1,PCM_16
2972,train,2,2.261125,16000,1,PCM_16
2973,test,-1,2.93625,16000,1,PCM_16
2974,train,5,2.21625,16000,1,PCM_16
2975,train,3,2.2826875,16000,1,PCM_16
2976,train,0,2.236375,16000,1,PCM_16
2977,train,0,3.57025,16000,1,PCM_16
2978,train,0,3.7704375,16000,1,PCM_16
2979,train,5,2.1354375,16000,1,PCM_16
2980,train,2,2.547875,16000,1,PCM_16
2981,test,-1,2.3356875,16000,1,PCM_16
2982,train,1,2.2021875,16000,1,PCM_16
2983,train,1,2.469125,16000,1,PCM_16
2984,train,4,2.8695,16000,1,PCM_16
2985,test,-1,3.2699375,16000,1,PCM_16
2986,test,-1,2.7026875,16000,1,PCM_16
2987,train,1,2.43575,16000,1,PCM_16
2988,train,0,2.43575,16000,1,PCM_16
2989,train,3,3.3033125,16000,1,PCM_16
2990,train,4,2.361125,16000,1,PCM_16
2991,train,4,2.7360625,16000,1,PCM_16
2992,train,1,1.7016875,16000,1,PCM_16
2993,test,-1,3.8038125,16000,1,PCM_16
2994,train,3,1.7026875,16000,1,PCM_16
2995,train,3,1.601125,16000,1,PCM_16
2996,train,5,1.8685625,16000,1,PCM_16
2997,train,3,2.402375,16000,1,PCM_16
2998,train,3,1.8018125,16000,1,PCM_16
2999,train,5,2.469125,16000,1,PCM_16
3000,train,0,1.968625,16000,1,PCM_16
3001,test,-1,3.8038125,16000,1,PCM_16
3002,train,3,1.582625,16000,1,PCM_16
3003,train,3,1.65675,16000,1,PCM_16
3004,train,5,3.43675,16000,1,PCM_16
3005,train,0,2.06875,16000,1,PCM_16
3006,train,3,1.564375,16000,1,PCM_16
3007,train,4,2.306,16000,1,PCM_16
3008,train,2,2.250125,16000,1,PCM_16
3009,train,2,2.369,16000,1,PCM_16
3010,train,3,2.1354375,16000,1,PCM_16
3011,test,-1,2.2021875,16000,1,PCM_16
3012,train,3,1.93525,16000,1,PCM_16
3013,train,4,2.333125,16000,1,PCM_16
3014,train,2,2.969625,16000,1,PCM_16
3015,train,1,1.9395625,16000,1,PCM_16
3016,train,3,3.57025,16000,1,PCM_16
3017,test,-1,2.1688125,16000,1,PCM_16
3018,train,1,2.06875,16000,1,PCM_16
3019,test,-1,2.5025,16000,1,PCM_16
3020,train,2,2.3023125,16000,1,PCM_16
3021,test,-1,2.2689375,16000,1,PCM_16
3022,train,0,2.3356875,16000,1,PCM_16
3023,train,2,2.8028125,16000,1,PCM_16
3024,train,5,2.7026875,16000,1,PCM_16
3025,test,-1,2.3690625,16000,1,PCM_16
3026,test,-1,4.2709375,16000,1,PCM_16
3027,test,-1,2.3356875,16000,1,PCM_16
3028,train,1,2.0153125,16000,1,PCM_16
3029,train,0,1.472625,16000,1,PCM_16
3030,train,1,1.8351875,16000,1,PCM_16
3031,test,-1,2.7026875,16000,1,PCM_16
3032,train,0,2.0055,16000,1,PCM_16
3033,train,1,2.2826875,16000,1,PCM_16
3034,train,0,1.5029375,16000,1,PCM_16
3035,train,5,2.093125,16000,1,PCM_16
3036,train,1,2.1354375,16000,1,PCM_16
3037,train,1,2.144,16000,1,PCM_16
3038,train,3,1.7593125,16000,1,PCM_16
3039,train,2,2.469125,16000,1,PCM_16
3040,train,2,2.535875,16000,1,PCM_16
3041,test,-1,2.3690625,16000,1,PCM_16
3042,train,0,1.5199375,16000,1,PCM_16
3043,train,5,2.1354375,16000,1,PCM_16
3044,train,3,1.7350625,16000,1,PCM_16
3045,test,-1,2.43575,16000,1,PCM_16
3046,train,1,1.968625,16000,1,PCM_16
3047,train,5,2.102125,16000,1,PCM_16
3048,train,4,3.6369375,16000,1,PCM_16
3049,test,-1,2.1354375,16000,1,PCM_16
3050,train,2,2.035,16000,1,PCM_16
3051,test,-1,2.402375,16000,1,PCM_16
3052,train,3,1.5168125,16000,1,PCM_16
3053,train,4,3.7704375,16000,1,PCM_16
3054,test,-1,3.37,16000,1,PCM_16
3055,train,5,2.8028125,16000,1,PCM_16
3056,train,3,2.6359375,16000,1,PCM_16
3057,train,0,1.3765625,16000,1,PCM_16
3058,train,5,2.8361875,16000,1,PCM_16
3059,test,-1,3.43675,16000,1,PCM_16
3060,train,4,3.1364375,16000,1,PCM_16
3061,train,2,2.43575,16000,1,PCM_16
3062,train,1,2.0379375,16000,1,PCM_16
3063,train,1,1.8415,16000,1,PCM_16
3064,train,2,2.5025,16000,1,PCM_16
3065,train,4,3.06975,16000,1,PCM_16
3066,test,-1,3.1364375,16000,1,PCM_16
3067,train,3,2.06875,16000,1,PCM_16
3068,train,5,3.6369375,16000,1,PCM_16
3069,train,0,2.969625,16000,1,PCM_16
3070,train,3,3.603625,16000,1,PCM_16
3071,train,3,2.3690625,16000,1,PCM_16
3072,train,2,3.8705,16000,1,PCM_16
3073,train,4,2.3690625,16000,1,PCM_16
3074,train,4,2.8361875,16000,1,PCM_16
3075,train,4,2.469125,16000,1,PCM_16
3076,train,2,2.43575,16000,1,PCM_16
3077,train,4,3.903875,16000,1,PCM_16
3078,train,4,3.93725,16000,1,PCM_16
3079,train,3,2.43575,16000,1,PCM_16
3080,test,-1,2.8695,16000,1,PCM_16
3081,train,4,2.636875,16000,1,PCM_16
3082,train,3,2.1354375,16000,1,PCM_16
3083,train,1,2.2689375,16000,1,PCM_16
3084,train,3,2.102125,16000,1,PCM_16
3085,train,3,1.705125,16000,1,PCM_16
3086,train,3,2.602625,16000,1,PCM_16
3087,train,2,1.93525,16000,1,PCM_16
3088,train,3,2.3356875,16000,1,PCM_16
3089,test,-1,2.5025,16000,1,PCM_16
3090,train,3,1.93525,16000,1,PCM_16
3091,test,-1,4.8715625,16000,1,PCM_16
3092,test,-1,3.403375,16000,1,PCM_16
3093,train,5,1.948125,16000,1,PCM_16
3094,train,0,2.402375,16000,1,PCM_16
3095,train,3,3.003,16000,1,PCM_16
3096,test,-1,2.8695625,16000,1,PCM_16
3097,train,4,2.4605,16000,1,PCM_16
3098,test,-1,2.102125,16000,1,PCM_16
3099,train,5,2.166875,16000,1,PCM_16
3100,test,-1,3.7036875,16000,1,PCM_16
3101,train,1,2.6693125,16000,1,PCM_16
3102,train,4,2.7360625,16000,1,PCM_16
3103,train,4,3.637,16000,1,PCM_16
3104,train,5,2.6693125,16000,1,PCM_16
3105,train,4,1.901875,16000,1,PCM_16
3106,train,1,1.7684375,16000,1,PCM_16
3107,test,-1,4.1374375,16000,1,PCM_16
3108,train,1,1.56825,16000,1,PCM_16
3109,train,3,1.9860625,16000,1,PCM_16
3110,train,2,2.602625,16000,1,PCM_16
3111,train,0,2.035375,16000,1,PCM_16
3112,train,3,2.6693125,16000,1,PCM_16
3113,train,0,1.7350625,16000,1,PCM_16
3114,train,0,1.8603125,16000,1,PCM_16
3115,test,-1,2.56925,16000,1,PCM_16
3116,train,2,3.8371875,16000,1,PCM_16
3117,train,2,2.504,16000,1,PCM_16
3118,train,4,2.402375,16000,1,PCM_16
3119,test,-1,3.2031875,16000,1,PCM_16
3120,train,3,1.6349375,16000,1,PCM_16
3121,test,-1,2.5025,16000,1,PCM_16
3122,test,-1,2.535875,16000,1,PCM_16
3123,train,0,3.003,16000,1,PCM_16
3124,test,-1,3.1364375,16000,1,PCM_16
3125,train,5,2.2689375,16000,1,PCM_16
3126,train,2,2.002,16000,1,PCM_16
3127,train,2,4.2041875,16000,1,PCM_16
3128,train,0,2.8361875,16000,1,PCM_16
3129,train,1,2.2021875,16000,1,PCM_16
3130,train,4,2.2735,16000,1,PCM_16
3131,train,0,1.3265625,16000,1,PCM_16
3132,train,4,2.2689375,16000,1,PCM_16
3133,train,1,2.0728125,16000,1,PCM_16
3134,test,-1,2.3023125,16000,1,PCM_16
3135,train,4,2.49975,16000,1,PCM_16
3136,train,5,1.90125,16000,1,PCM_16
3137,train,4,2.602625,16000,1,PCM_16
3138,train,4,3.3033125,16000,1,PCM_16
3139,train,0,3.43675,16000,1,PCM_16
3140,train,0,2.8695625,16000,1,PCM_16
3141,train,2,3.3033125,16000,1,PCM_16
3142,train,5,2.6693125,16000,1,PCM_16
3143,train,1,2.0350625,16000,1,PCM_16
3144,train,5,2.1354375,16000,1,PCM_16
3145,train,0,3.6703125,16000,1,PCM_16
3146,test,-1,3.403375,16000,1,PCM_16
3147,train,1,1.368,16000,1,PCM_16
3148,train,3,1.901875,16000,1,PCM_16
3149,train,1,2.369,16000,1,PCM_16
3150,test,-1,2.2689375,16000,1,PCM_16
3151,test,-1,3.7704375,16000,1,PCM_16
3152,train,0,3.903875,16000,1,PCM_16
3153,train,4,3.1698125,16000,1,PCM_16
3154,train,2,2.969625,16000,1,PCM_16
3155,train,0,3.036375,16000,1,PCM_16
3156,train,0,2.56925,16000,1,PCM_16
3157,train,1,3.7704375,16000,1,PCM_16
3158,train,4,3.103125,16000,1,PCM_16
3159,test,-1,2.7026875,16000,1,PCM_16
3160,train,5,2.0258125,16000,1,PCM_16
3161,train,4,1.93525,16000,1,PCM_16
3162,train,2,2.43575,16000,1,PCM_16
3163,test,-1,2.6359375,16000,1,PCM_16
3164,train,0,2.43575,16000,1,PCM_16
3165,train,2,2.469125,16000,1,PCM_16
3166,train,5,2.7694375,16000,1,PCM_16
3167,train,5,2.469125,16000,1,PCM_16
3168,train,4,3.8371875,16000,1,PCM_16
3169,train,0,1.8169375,16000,1,PCM_16
3170,train,1,3.003,16000,1,PCM_16
3171,train,0,1.6655,16000,1,PCM_16
3172,test,-1,3.43675,16000,1,PCM_16
3173,train,2,2.142625,16000,1,PCM_16
3174,train,1,2.035375,16000,1,PCM_16
3175,train,5,2.56925,16000,1,PCM_16
3176,train,3,2.102125,16000,1,PCM_16
3177,train,5,2.158625,16000,1,PCM_16
3178,train,3,3.6703125,16000,1,PCM_16
3179,test,-1,2.469125,16000,1,PCM_16
3180,train,2,3.2365625,16000,1,PCM_16
3181,train,4,2.412875,16000,1,PCM_16
3182,train,3,2.002,16000,1,PCM_16
3183,train,3,2.6359375,16000,1,PCM_16
3184,train,4,2.2683125,16000,1,PCM_16
3185,train,2,2.469125,16000,1,PCM_16
3186,test,-1,3.8371875,16000,1,PCM_16
3187,train,0,2.047125,16000,1,PCM_16
3188,train,3,2.035375,16000,1,PCM_16
3189,test,-1,2.2689375,16000,1,PCM_16
3190,train,2,2.5025,16000,1,PCM_16
3191,train,3,1.5095625,16000,1,PCM_16
3192,train,4,2.417625,16000,1,PCM_16
3193,train,0,2.7694375,16000,1,PCM_16
3194,train,0,2.06875,16000,1,PCM_16
3195,test,-1,2.8028125,16000,1,PCM_16
3196,train,1,3.536875,16000,1,PCM_16
3197,train,0,2.6693125,16000,1,PCM_16
3198,train,3,2.469125,16000,1,PCM_16
3199,test,-1,2.6693125,16000,1,PCM_16
3200,train,1,2.2755625,16000,1,PCM_16
3201,train,5,2.069,16000,1,PCM_16
3202,train,5,2.21425,16000,1,PCM_16
3203,train,5,2.43575,16000,1,PCM_16
3204,test,-1,2.3356875,16000,1,PCM_16
3205,train,5,2.2689375,16000,1,PCM_16
3206,train,4,3.1364375,16000,1,PCM_16
3207,train,4,3.06975,16000,1,PCM_16
3208,train,4,2.535875,16000,1,PCM_16
3209,train,3,1.8649375,16000,1,PCM_16
3210,train,4,2.32825,16000,1,PCM_16
3211,train,1,3.43675,16000,1,PCM_16
3212,train,0,4.2709375,16000,1,PCM_16
3213,train,0,2.369,16000,1,PCM_16
3214,train,1,2.402375,16000,1,PCM_16
3215,train,4,2.3789375,16000,1,PCM_16
3216,train,2,2.3690625,16000,1,PCM_16
3217,train,3,4.004,16000,1,PCM_16
3218,train,2,2.4213125,16000,1,PCM_16
3219,train,1,2.8028125,16000,1,PCM_16
3220,train,1,2.7694375,16000,1,PCM_16
3221,train,3,3.3033125,16000,1,PCM_16
3222,train,0,2.17275,16000,1,PCM_16
3223,train,4,2.369,16000,1,PCM_16
3224,train,1,2.369,16000,1,PCM_16
3225,test,-1,3.1364375,16000,1,PCM_16
3226,train,1,2.469125,16000,1,PCM_16
3227,train,3,1.6279375,16000,1,PCM_16
3228,train,0,2.2689375,16000,1,PCM_16
3229,train,1,3.8371875,16000,1,PCM_16
3230,train,2,2.535875,16000,1,PCM_16
3231,train,1,2.5025,16000,1,PCM_16
3232,train,4,1.7684375,16000,1,PCM_16
3233,test,-1,2.93625,16000,1,PCM_16
3234,train,1,2.3023125,16000,1,PCM_16
3235,train,1,2.902875,16000,1,PCM_16
3236,train,2,3.8371875,16000,1,PCM_16
3237,test,-1,2.369,16000,1,PCM_16
3238,train,1,1.601625,16000,1,PCM_16
3239,train,3,4.2041875,16000,1,PCM_16
3240,train,2,2.369,16000,1,PCM_16
3241,test,-1,2.2689375,16000,1,PCM_16
3242,train,5,2.56925,16000,1,PCM_16
3243,train,5,2.1239375,16000,1,PCM_16
3244,train,2,2.2534375,16000,1,PCM_16
3245,train,1,3.93725,16000,1,PCM_16
3246,train,1,2.3023125,16000,1,PCM_16
3247,train,0,1.50925,16000,1,PCM_16
3248,train,4,3.2031875,16000,1,PCM_16
3249,train,3,1.7480625,16000,1,PCM_16
3250,train,2,1.8351875,16000,1,PCM_16
3251,train,3,2.43575,16000,1,PCM_16
3252,train,0,3.403375,16000,1,PCM_16
3253,test,-1,2.402375,16000,1,PCM_16
3254,train,0,2.0004375,16000,1,PCM_16
3255,train,0,1.6955625,16000,1,PCM_16
3256,train,4,2.3936875,16000,1,PCM_16
3257,train,5,2.535875,16000,1,PCM_16
3258,test,-1,2.3356875,16000,1,PCM_16
3259,train,0,1.5974375,16000,1,PCM_16
3260,train,4,2.469125,16000,1,PCM_16
3261,train,3,1.8685625,16000,1,PCM_16
3262,train,0,1.645875,16000,1,PCM_16
3263,train,3,2.102125,16000,1,PCM_16
3264,test,-1,2.535875,16000,1,PCM_16
3265,train,1,3.7370625,16000,1,PCM_16
3266,train,1,2.1354375,16000,1,PCM_16
3267,train,5,2.8361875,16000,1,PCM_16
3268,test,-1,2.2689375,16000,1,PCM_16
3269,test,-1,2.002,16000,1,PCM_16
3270,train,4,2.102125,16000,1,PCM_16
3271,train,2,2.5798125,16000,1,PCM_16
3272,train,2,3.036375,16000,1,PCM_16
3273,test,-1,1.8018125,16000,1,PCM_16
3274,test,-1,2.6359375,16000,1,PCM_16
3275,test,-1,3.2031875,16000,1,PCM_16
3276,train,3,3.003,16000,1,PCM_16
3277,train,0,2.6693125,16000,1,PCM_16
3278,train,3,1.3825,16000,1,PCM_16
3279,train,1,1.9501875,16000,1,PCM_16
3280,train,2,1.8685625,16000,1,PCM_16
3281,train,3,2.002,16000,1,PCM_16
3282,train,4,2.402375,16000,1,PCM_16
3283,train,5,2.43575,16000,1,PCM_16
3284,train,2,2.6359375,16000,1,PCM_16
3285,train,3,3.7036875,16000,1,PCM_16
3286,train,2,2.2296875,16000,1,PCM_16
3287,train,1,2.402375,16000,1,PCM_16
3288,test,-1,2.402375,16000,1,PCM_16
3289,train,1,1.534875,16000,1,PCM_16
3290,train,2,2.5025,16000,1,PCM_16
3291,train,5,2.045125,16000,1,PCM_16
3292,train,0,1.8018125,16000,1,PCM_16
3293,test,-1,1.6349375,16000,1,PCM_16
3294,train,1,3.8705625,16000,1,PCM_16
3295,train,4,2.469125,16000,1,PCM_16
3296,train,5,2.5025,16000,1,PCM_16
3297,train,3,2.7694375,16000,1,PCM_16
3298,train,4,2.7694375,16000,1,PCM_16
3299,test,-1,2.969625,16000,1,PCM_16
3300,train,2,2.4435,16000,1,PCM_16
3301,train,2,2.296125,16000,1,PCM_16
3302,train,0,2.3023125,16000,1,PCM_16
3303,train,2,2.9758125,16000,1,PCM_16
3304,train,2,2.7360625,16000,1,PCM_16
3305,train,2,2.5756875,16000,1,PCM_16
3306,test,-1,3.2031875,16000,1,PCM_16
3307,train,3,1.820875,16000,1,PCM_16
3308,test,-1,2.6359375,16000,1,PCM_16
3309,test,-1,1.8685,16000,1,PCM_16
3310,train,1,1.90475,16000,1,PCM_16
3311,train,3,1.540625,16000,1,PCM_16
3312,test,-1,3.2031875,16000,1,PCM_16
3313,test,-1,2.6693125,16000,1,PCM_16
3314,test,-1,2.6359375,16000,1,PCM_16
3315,train,0,2.3023125,16000,1,PCM_16
3316,test,-1,2.56925,16000,1,PCM_16
3317,train,2,2.567,16000,1,PCM_16
3318,train,4,2.3955,16000,1,PCM_16
3319,test,-1,3.2365625,16000,1,PCM_16
3320,train,4,2.2755625,16000,1,PCM_16
3321,train,3,2.969625,16000,1,PCM_16
3322,train,0,1.679875,16000,1,PCM_16
3323,train,2,2.40675,16000,1,PCM_16
3324,train,1,1.8685,16000,1,PCM_16
3325,train,3,3.637,16000,1,PCM_16
3326,test,-1,3.8371875,16000,1,PCM_16
3327,train,0,1.6135625,16000,1,PCM_16
3328,train,4,2.002,16000,1,PCM_16
3329,train,1,2.2021875,16000,1,PCM_16
3330,train,5,2.1354375,16000,1,PCM_16
3331,train,4,2.56925,16000,1,PCM_16
3332,train,3,3.903875,16000,1,PCM_16
3333,train,5,2.06875,16000,1,PCM_16
3334,train,4,2.56925,16000,1,PCM_16
3335,train,3,2.6693125,16000,1,PCM_16
3336,test,-1,2.035375,16000,1,PCM_16
3337,train,3,2.7694375,16000,1,PCM_16
3338,test,-1,2.56925,16000,1,PCM_16
3339,train,3,2.3690625,16000,1,PCM_16
3340,train,0,2.2021875,16000,1,PCM_16
3341,train,2,1.93525,16000,1,PCM_16
3342,train,3,1.727125,16000,1,PCM_16
3343,train,4,2.56925,16000,1,PCM_16
3344,train,2,2.06875,16000,1,PCM_16
3345,train,0,2.2689375,16000,1,PCM_16
3346,train,3,3.1364375,16000,1,PCM_16
3347,train,5,3.1698125,16000,1,PCM_16
3348,train,4,2.8695625,16000,1,PCM_16
3349,train,2,2.8361875,16000,1,PCM_16
3350,train,5,2.035375,16000,1,PCM_16
3351,train,0,2.035375,16000,1,PCM_16
3352,train,2,3.57025,16000,1,PCM_16
3353,train,0,2.1111875,16000,1,PCM_16
3354,train,2,2.43575,16000,1,PCM_16
3355,train,1,2.102125,16000,1,PCM_16
3356,train,2,2.428,16000,1,PCM_16
3357,train,3,3.5035,16000,1,PCM_16
3358,train,0,2.43575,16000,1,PCM_16
3359,train,2,3.43675,16000,1,PCM_16
3360,test,-1,2.7026875,16000,1,PCM_16
3361,train,5,2.56925,16000,1,PCM_16
3362,train,1,2.7694375,16000,1,PCM_16
3363,train,0,2.7360625,16000,1,PCM_16
3364,train,4,3.8371875,16000,1,PCM_16
3365,train,5,1.8685,16000,1,PCM_16
3366,train,2,1.93525,16000,1,PCM_16
3367,train,5,3.3366875,16000,1,PCM_16
3368,test,-1,2.602625,16000,1,PCM_16
3369,train,0,2.6359375,16000,1,PCM_16
3370,train,5,1.7350625,16000,1,PCM_16
3371,train,4,2.602625,16000,1,PCM_16
3372,train,3,4.1374375,16000,1,PCM_16
3373,train,3,2.7026875,16000,1,PCM_16
3374,train,0,1.6349375,16000,1,PCM_16
3375,test,-1,2.7026875,16000,1,PCM_16
3376,train,1,2.6359375,16000,1,PCM_16
3377,train,2,2.35675,16000,1,PCM_16
3378,train,3,2.43575,16000,1,PCM_16
3379,train,1,2.7360625,16000,1,PCM_16
3380,train,3,2.7694375,16000,1,PCM_16
3381,train,0,2.102125,16000,1,PCM_16
3382,train,5,2.7360625,16000,1,PCM_16
3383,train,2,2.639625,16000,1,PCM_16
3384,train,2,3.8038125,16000,1,PCM_16
3385,train,4,2.2826875,16000,1,PCM_16
3386,train,2,3.003,16000,1,PCM_16
3387,test,-1,2.369,16000,1,PCM_16
3388,test,-1,2.7026875,16000,1,PCM_16
3389,train,5,1.8018125,16000,1,PCM_16
3390,train,0,2.7694375,16000,1,PCM_16
3391,train,4,2.8695,16000,1,PCM_16
3392,train,2,2.476875,16000,1,PCM_16
3393,train,0,3.1364375,16000,1,PCM_16
3394,train,2,2.56925,16000,1,PCM_16
3395,test,-1,2.6359375,16000,1,PCM_16
3396,train,4,1.8018125,16000,1,PCM_16
3397,train,1,2.1688125,16000,1,PCM_16
3398,train,0,3.470125,16000,1,PCM_16
3399,train,0,1.5651875,16000,1,PCM_16
3400,test,-1,4.8048125,16000,1,PCM_16
3401,train,0,3.7036875,16000,1,PCM_16
3402,train,5,3.7370625,16000,1,PCM_16
3403,train,0,2.02325,16000,1,PCM_16
3404,test,-1,3.2699375,16000,1,PCM_16
3405,train,3,1.8685,16000,1,PCM_16
3406,train,2,2.06875,16000,1,PCM_16
3407,train,0,1.530125,16000,1,PCM_16
3408,train,3,2.369,16000,1,PCM_16
3409,train,2,2.7360625,16000,1,PCM_16
3410,train,3,2.43575,16000,1,PCM_16
3411,train,1,1.7684375,16000,1,PCM_16
3412,train,1,2.43575,16000,1,PCM_16
3413,train,3,1.8353125,16000,1,PCM_16
3414,test,-1,2.43575,16000,1,PCM_16
3415,train,4,3.536875,16000,1,PCM_16
3416,train,3,1.6578125,16000,1,PCM_16
3417,test,-1,3.7036875,16000,1,PCM_16
3418,train,1,2.6359375,16000,1,PCM_16
3419,train,5,2.7694375,16000,1,PCM_16
3420,train,5,2.8028125,16000,1,PCM_16
3421,train,3,1.4254375,16000,1,PCM_16
3422,train,5,2.8695,16000,1,PCM_16
3423,train,2,2.402375,16000,1,PCM_16
3424,test,-1,2.602625,16000,1,PCM_16
3425,train,1,2.102125,16000,1,PCM_16
3426,train,4,2.8361875,16000,1,PCM_16
3427,train,0,3.536875,16000,1,PCM_16
3428,train,2,3.37,16000,1,PCM_16
3429,train,1,1.882375,16000,1,PCM_16
3430,train,3,3.1364375,16000,1,PCM_16
3431,test,-1,2.8361875,16000,1,PCM_16
3432,train,1,2.535875,16000,1,PCM_16
3433,train,5,2.2826875,16000,1,PCM_16
3434,train,2,2.402375,16000,1,PCM_16
3435,train,3,2.1354375,16000,1,PCM_16
3436,train,0,2.8028125,16000,1,PCM_16
3437,train,0,2.07325,16000,1,PCM_16
3438,train,2,3.93725,16000,1,PCM_16
3439,train,2,2.2689375,16000,1,PCM_16
3440,train,0,3.103125,16000,1,PCM_16
3441,train,3,2.3356875,16000,1,PCM_16
3442,train,5,2.402375,16000,1,PCM_16
3443,test,-1,3.536875,16000,1,PCM_16
3444,test,-1,2.002,16000,1,PCM_16
3445,train,5,1.957875,16000,1,PCM_16
3446,train,5,2.7360625,16000,1,PCM_16
3447,train,4,2.93625,16000,1,PCM_16
3448,train,3,1.56825,16000,1,PCM_16
3449,train,2,2.469125,16000,1,PCM_16
3450,test,-1,2.969625,16000,1,PCM_16
3451,train,1,2.1204375,16000,1,PCM_16
3452,train,1,2.1354375,16000,1,PCM_16
3453,test,-1,4.037375,16000,1,PCM_16
3454,train,2,3.536875,16000,1,PCM_16
3455,train,2,3.57025,16000,1,PCM_16
3456,train,2,2.37425,16000,1,PCM_16
3457,train,0,2.035375,16000,1,PCM_16
3458,test,-1,2.535875,16000,1,PCM_16
3459,train,2,2.8028125,16000,1,PCM_16
3460,train,0,2.7026875,16000,1,PCM_16
3461,train,5,2.2689375,16000,1,PCM_16
3462,train,1,2.535875,16000,1,PCM_16
3463,train,5,2.5025,16000,1,PCM_16
3464,train,3,3.1698125,16000,1,PCM_16
3465,train,1,1.808875,16000,1,PCM_16
3466,train,3,2.5025,16000,1,PCM_16
3467,test,-1,2.8028125,16000,1,PCM_16
3468,train,3,3.7036875,16000,1,PCM_16
3469,test,-1,3.1698125,16000,1,PCM_16
3470,test,-1,3.970625,16000,1,PCM_16
3471,train,2,2.5025,16000,1,PCM_16
3472,train,2,2.2251875,16000,1,PCM_16
3473,train,5,1.9685625,16000,1,PCM_16
3474,train,1,2.369,16000,1,PCM_16
3475,train,4,3.06975,16000,1,PCM_16
3476,test,-1,2.535875,16000,1,PCM_16
3477,train,0,2.2689375,16000,1,PCM_16
3478,test,-1,2.035375,16000,1,PCM_16
3479,train,2,1.901875,16000,1,PCM_16
3480,train,1,2.8361875,16000,1,PCM_16
3481,train,4,1.968625,16000,1,PCM_16
3482,train,0,2.6359375,16000,1,PCM_16
3483,train,5,1.8685,16000,1,PCM_16
3484,train,1,1.79325,16000,1,PCM_16
3485,train,4,3.93725,16000,1,PCM_16
3486,train,3,2.902875,16000,1,PCM_16
3487,train,3,2.402375,16000,1,PCM_16
3488,train,0,1.5461875,16000,1,PCM_16
3489,train,4,4.3043125,16000,1,PCM_16
3490,train,5,2.7360625,16000,1,PCM_16
3491,train,1,1.9223125,16000,1,PCM_16
3492,test,-1,2.7026875,16000,1,PCM_16
3493,train,0,2.3356875,16000,1,PCM_16
3494,train,5,2.1354375,16000,1,PCM_16
3495,test,-1,2.8695,16000,1,PCM_16
3496,train,5,2.2021875,16000,1,PCM_16
3497,train,1,2.469125,16000,1,PCM_16
3498,train,3,1.47975,16000,1,PCM_16
3499,train,0,1.7590625,16000,1,PCM_16
3500,train,0,2.43575,16000,1,PCM_16
3501,train,2,2.7694375,16000,1,PCM_16
3502,train,0,2.8028125,16000,1,PCM_16
3503,test,-1,3.536875,16000,1,PCM_16
3504,train,1,1.866,16000,1,PCM_16
3505,train,2,2.4515,16000,1,PCM_16
3506,train,3,1.66075,16000,1,PCM_16
3507,train,4,2.535875,16000,1,PCM_16
3508,train,4,2.191875,16000,1,PCM_16
3509,train,1,2.93625,16000,1,PCM_16
3510,train,3,2.1354375,16000,1,PCM_16
3511,train,4,2.4925625,16000,1,PCM_16
3512,train,1,2.43575,16000,1,PCM_16
3513,train,4,2.4955625,16000,1,PCM_16
3514,train,4,3.6703125,16000,1,PCM_16
3515,train,0,2.402375,16000,1,PCM_16
3516,train,3,3.7370625,16000,1,PCM_16
3517,train,1,3.603625,16000,1,PCM_16
3518,train,1,2.535875,16000,1,PCM_16
3519,train,4,4.8048125,16000,1,PCM_16
3520,train,4,2.3865625,16000,1,PCM_16
3521,train,5,2.2755625,16000,1,PCM_16
3522,test,-1,2.7026875,16000,1,PCM_16
3523,train,5,2.1395,16000,1,PCM_16
3524,train,0,1.9633125,16000,1,PCM_16
3525,train,0,2.002,16000,1,PCM_16
3526,train,3,3.536875,16000,1,PCM_16
3527,test,-1,2.3356875,16000,1,PCM_16
3528,train,1,2.3356875,16000,1,PCM_16
3529,train,5,2.3690625,16000,1,PCM_16
3530,train,4,2.7026875,16000,1,PCM_16
3531,test,-1,3.7036875,16000,1,PCM_16
3532,train,1,1.8351875,16000,1,PCM_16
3533,train,3,2.43575,16000,1,PCM_16
3534,train,3,2.7694375,16000,1,PCM_16
3535,train,5,1.7280625,16000,1,PCM_16
3536,train,3,1.897375,16000,1,PCM_16
3537,test,-1,4.2709375,16000,1,PCM_16
