file_id,corpus,pseudo_speaker
clip_01939,TESS,TESS_000
clip_01940,TESS,TESS_001
clip_01941,CREMA-D,CREMA-D_056
clip_01942,CREMA-D,CREMA-D_015
clip_01943,CREMA-D,CREMA-D_003
clip_01944,CREMA-D,CREMA-D_067
clip_01945,TESS,TESS_000
clip_01946,CREMA-D,CREMA-D_053
clip_01947,CREMA-D,CREMA-D_043
clip_01948,CREMA-D,CREMA-D_062
clip_01949,TESS,TESS_000
clip_01950,TESS,TESS_000
clip_01951,CREMA-D,CREMA-D_030
clip_01952,CREMA-D,CREMA-D_049
clip_01954,TESS,TESS_001
clip_01955,TESS,TESS_000
clip_01956,TESS,TESS_000
clip_01957,CREMA-D,CREMA-D_035
clip_01958,CREMA-D,CREMA-D_032
clip_01961,CREMA-D,CREMA-D_022
clip_01962,TESS,TESS_000
clip_01963,CREMA-D,CREMA-D_022
clip_01964,CREMA-D,CREMA-D_060
clip_01965,CREMA-D,CREMA-D_030
clip_01966,CREMA-D,CREMA-D_017
clip_01967,CREMA-D,CREMA-D_024
clip_01968,TESS,TESS_001
clip_01969,TESS,TESS_000
clip_01970,CREMA-D,CREMA-D_034
clip_01971,CREMA-D,CREMA-D_041
clip_01972,CREMA-D,CREMA-D_015
clip_01973,CREMA-D,CREMA-D_037
clip_01974,CREMA-D,CREMA-D_054
clip_01975,CREMA-D,CREMA-D_045
clip_01976,CREMA-D,CREMA-D_040
clip_01977,RAVDESS,RAVDESS_009
clip_01978,TESS,TESS_000
clip_01979,RAVDESS,RAVDESS_019
clip_01980,TESS,TESS_000
clip_01983,CREMA-D,CREMA-D_060
clip_01984,CREMA-D,CREMA-D_002
clip_01985,CREMA-D,CREMA-D_022
clip_01987,CREMA-D,CREMA-D_001
clip_01988,CREMA-D,CREMA-D_006
clip_01989,TESS,TESS_000
clip_01990,TESS,TESS_000
clip_01991,CREMA-D,CREMA-D_066
clip_01992,CREMA-D,CREMA-D_051
clip_01994,TESS,TESS_000
clip_01995,CREMA-D,CREMA-D_037
clip_01996,CREMA-D,CREMA-D_037
clip_01997,CREMA-D,CREMA-D_051
clip_01998,CREMA-D,CREMA-D_003
clip_01999,CREMA-D,CREMA-D_025
clip_02000,TESS,TESS_000
clip_02001,CREMA-D,CREMA-D_051
clip_02002,CREMA-D,CREMA-D_017
clip_02003,CREMA-D,CREMA-D_027
clip_02005,TESS,TESS_001
clip_02006,CREMA-D,CREMA-D_033
clip_02007,CREMA-D,CREMA-D_060
clip_02011,CREMA-D,CREMA-D_037
clip_02012,CREMA-D,CREMA-D_004
clip_02013,CREMA-D,CREMA-D_049
clip_02016,CREMA-D,CREMA-D_033
clip_02017,CREMA-D,CREMA-D_060
clip_02019,CREMA-D,CREMA-D_063
clip_02020,CREMA-D,CREMA-D_067
clip_02021,CREMA-D,CREMA-D_036
clip_02022,TESS,TESS_001
clip_02024,CREMA-D,CREMA-D_018
clip_02025,CREMA-D,CREMA-D_027
clip_02026,CREMA-D,CREMA-D_021
clip_02027,CREMA-D,CREMA-D_011
clip_02028,CREMA-D,CREMA-D_033
clip_02029,TESS,TESS_000
clip_02030,CREMA-D,CREMA-D_059
clip_02031,CREMA-D,CREMA-D_053
clip_02032,TESS,TESS_000
clip_02033,CREMA-D,CREMA-D_019
clip_02034,CREMA-D,CREMA-D_045
clip_02035,CREMA-D,CREMA-D_060
clip_02036,CREMA-D,CREMA-D_002
clip_02037,CREMA-D,CREMA-D_003
clip_02039,RAVDESS,RAVDESS_018
clip_02041,TESS,TESS_001
clip_02042,RAVDESS,RAVDESS_000
clip_02043,CREMA-D,CREMA-D_037
clip_02044,TESS,TESS_001
clip_02045,TESS,TESS_001
clip_02046,CREMA-D,CREMA-D_019
clip_02047,CREMA-D,CREMA-D_062
clip_02048,TESS,TESS_000
clip_02049,CREMA-D,CREMA-D_003
clip_02050,TESS,TESS_000
clip_02051,CREMA-D,CREMA-D_002
clip_02052,RAVDESS,RAVDESS_002
clip_02054,CREMA-D,CREMA-D_007
clip_02055,CREMA-D,CREMA-D_003
clip_02056,CREMA-D,CREMA-D_035
clip_02058,CREMA-D,CREMA-D_002
clip_02060,CREMA-D,CREMA-D_016
clip_02061,CREMA-D,CREMA-D_008
clip_02062,TESS,TESS_001
clip_02063,TESS,TESS_000
clip_02064,CREMA-D,CREMA-D_066
clip_02065,TESS,TESS_001
clip_02067,TESS,TESS_001
clip_02068,CREMA-D,CREMA-D_017
clip_02069,CREMA-D,CREMA-D_047
clip_02070,TESS,TESS_000
clip_02071,CREMA-D,CREMA-D_015
clip_02072,CREMA-D,CREMA-D_064
clip_02073,UNKNOWN,UNKNOWN_pool
clip_02074,CREMA-D,CREMA-D_030
clip_02075,TESS,TESS_001
clip_02076,CREMA-D,CREMA-D_040
clip_02079,CREMA-D,CREMA-D_044
clip_02080,CREMA-D,CREMA-D_055
clip_02081,CREMA-D,CREMA-D_063
clip_02082,CREMA-D,CREMA-D_014
clip_02083,CREMA-D,CREMA-D_036
clip_02084,RAVDESS,RAVDESS_010
clip_02085,TESS,TESS_001
clip_02087,TESS,TESS_000
clip_02088,CREMA-D,CREMA-D_003
clip_02089,CREMA-D,CREMA-D_002
clip_02090,TESS,TESS_001
clip_02091,CREMA-D,CREMA-D_008
clip_02093,CREMA-D,CREMA-D_000
clip_02094,CREMA-D,CREMA-D_023
clip_02095,CREMA-D,CREMA-D_048
clip_02096,CREMA-D,CREMA-D_021
clip_02097,CREMA-D,CREMA-D_050
clip_02098,CREMA-D,CREMA-D_017
clip_02099,CREMA-D,CREMA-D_044
clip_02100,CREMA-D,CREMA-D_008
clip_02101,TESS,TESS_001
clip_02102,CREMA-D,CREMA-D_017
clip_02103,TESS,TESS_001
clip_02104,CREMA-D,CREMA-D_032
clip_02105,CREMA-D,CREMA-D_060
clip_02106,RAVDESS,RAVDESS_013
clip_02107,TESS,TESS_001
clip_02108,CREMA-D,CREMA-D_046
clip_02109,CREMA-D,CREMA-D_034
clip_02110,CREMA-D,CREMA-D_032
clip_02111,TESS,TESS_000
clip_02112,CREMA-D,CREMA-D_027
clip_02114,TESS,TESS_000
clip_02115,CREMA-D,CREMA-D_022
clip_02116,TESS,TESS_001
clip_02117,CREMA-D,CREMA-D_064
clip_02118,CREMA-D,CREMA-D_020
clip_02120,TESS,TESS_001
clip_02121,CREMA-D,CREMA-D_056
clip_02122,CREMA-D,CREMA-D_033
clip_02123,CREMA-D,CREMA-D_002
clip_02124,TESS,TESS_001
clip_02128,CREMA-D,CREMA-D_052
clip_02130,CREMA-D,CREMA-D_036
clip_02133,TESS,TESS_000
clip_02134,TESS,TESS_001
clip_02135,UNKNOWN,UNKNOWN_pool
clip_02137,TESS,TESS_001
clip_02138,RAVDESS,RAVDESS_019
clip_02139,CREMA-D,CREMA-D_023
clip_02140,RAVDESS,RAVDESS_015
clip_02141,CREMA-D,CREMA-D_061
clip_02142,TESS,TESS_000
clip_02143,CREMA-D,CREMA-D_035
clip_02144,TESS,TESS_001
clip_02145,CREMA-D,CREMA-D_004
clip_02146,CREMA-D,CREMA-D_032
clip_02147,CREMA-D,CREMA-D_062
clip_02148,CREMA-D,CREMA-D_018
clip_02149,CREMA-D,CREMA-D_044
clip_02151,CREMA-D,CREMA-D_008
clip_02152,CREMA-D,CREMA-D_049
clip_02154,CREMA-D,CREMA-D_028
clip_02155,CREMA-D,CREMA-D_009
clip_02156,CREMA-D,CREMA-D_019
clip_02157,CREMA-D,CREMA-D_036
clip_02158,RAVDESS,RAVDESS_000
clip_02159,CREMA-D,CREMA-D_055
clip_02160,CREMA-D,CREMA-D_059
clip_02161,TESS,TESS_001
clip_02162,TESS,TESS_001
clip_02164,CREMA-D,CREMA-D_024
clip_02165,CREMA-D,CREMA-D_019
clip_02166,TESS,TESS_001
clip_02167,CREMA-D,CREMA-D_035
clip_02168,CREMA-D,CREMA-D_009
clip_02169,RAVDESS,RAVDESS_013
clip_02171,CREMA-D,CREMA-D_008
clip_02172,CREMA-D,CREMA-D_025
clip_02173,CREMA-D,CREMA-D_065
clip_02174,RAVDESS,RAVDESS_007
clip_02175,CREMA-D,CREMA-D_049
clip_02176,CREMA-D,CREMA-D_071
clip_02177,TESS,TESS_001
clip_02179,CREMA-D,CREMA-D_069
clip_02180,RAVDESS,RAVDESS_000
clip_02181,CREMA-D,CREMA-D_049
clip_02182,CREMA-D,CREMA-D_045
clip_02183,CREMA-D,CREMA-D_054
clip_02184,CREMA-D,CREMA-D_015
clip_02185,CREMA-D,CREMA-D_018
clip_02186,TESS,TESS_000
clip_02187,CREMA-D,CREMA-D_033
clip_02188,CREMA-D,CREMA-D_007
clip_02189,CREMA-D,CREMA-D_064
clip_02190,TESS,TESS_000
clip_02191,CREMA-D,CREMA-D_039
clip_02192,CREMA-D,CREMA-D_053
clip_02193,CREMA-D,CREMA-D_035
clip_02194,TESS,TESS_000
clip_02195,CREMA-D,CREMA-D_052
clip_02197,CREMA-D,CREMA-D_006
clip_02198,CREMA-D,CREMA-D_052
clip_02201,CREMA-D,CREMA-D_053
clip_02202,CREMA-D,CREMA-D_002
clip_02203,RAVDESS,RAVDESS_000
clip_02204,CREMA-D,CREMA-D_045
clip_02205,CREMA-D,CREMA-D_045
clip_02206,CREMA-D,CREMA-D_015
clip_02207,CREMA-D,CREMA-D_017
clip_02210,TESS,TESS_001
clip_02211,RAVDESS,RAVDESS_013
clip_02212,TESS,TESS_001
clip_02214,CREMA-D,CREMA-D_005
clip_02215,CREMA-D,CREMA-D_042
clip_02216,TESS,TESS_001
clip_02218,TESS,TESS_001
clip_02219,CREMA-D,CREMA-D_046
clip_02220,TESS,TESS_001
clip_02221,TESS,TESS_001
clip_02222,TESS,TESS_000
clip_02224,RAVDESS,RAVDESS_013
clip_02225,TESS,TESS_000
clip_02226,CREMA-D,CREMA-D_006
clip_02227,TESS,TESS_000
clip_02228,TESS,TESS_000
clip_02229,TESS,TESS_001
clip_02230,TESS,TESS_000
clip_02231,CREMA-D,CREMA-D_059
clip_02232,TESS,TESS_000
clip_02233,TESS,TESS_000
clip_02234,CREMA-D,CREMA-D_002
clip_02236,TESS,TESS_000
clip_02237,CREMA-D,CREMA-D_028
clip_02238,CREMA-D,CREMA-D_056
clip_02239,TESS,TESS_000
clip_02240,CREMA-D,CREMA-D_019
clip_02241,CREMA-D,CREMA-D_000
clip_02242,CREMA-D,CREMA-D_048
clip_02243,CREMA-D,CREMA-D_031
clip_02244,CREMA-D,CREMA-D_062
clip_02245,RAVDESS,RAVDESS_006
clip_02246,CREMA-D,CREMA-D_002
clip_02247,CREMA-D,CREMA-D_027
clip_02248,RAVDESS,RAVDESS_002
clip_02249,CREMA-D,CREMA-D_022
clip_02250,CREMA-D,CREMA-D_046
clip_02252,CREMA-D,CREMA-D_022
clip_02253,RAVDESS,RAVDESS_019
clip_02254,CREMA-D,CREMA-D_026
clip_02255,TESS,TESS_000
clip_02256,CREMA-D,CREMA-D_055
clip_02257,CREMA-D,CREMA-D_058
clip_02258,TESS,TESS_001
clip_02259,CREMA-D,CREMA-D_023
clip_02260,CREMA-D,CREMA-D_003
clip_02261,CREMA-D,CREMA-D_063
clip_02263,TESS,TESS_000
clip_02264,CREMA-D,CREMA-D_064
clip_02265,CREMA-D,CREMA-D_039
clip_02266,CREMA-D,CREMA-D_005
clip_02267,RAVDESS,RAVDESS_013
clip_02268,TESS,TESS_001
clip_02269,CREMA-D,CREMA-D_031
clip_02270,TESS,TESS_001
clip_02271,RAVDESS,RAVDESS_002
clip_02272,RAVDESS,RAVDESS_006
clip_02273,TESS,TESS_000
clip_02274,CREMA-D,CREMA-D_050
clip_02275,TESS,TESS_001
clip_02276,CREMA-D,CREMA-D_057
clip_02277,TESS,TESS_001
clip_02279,CREMA-D,CREMA-D_022
clip_02280,CREMA-D,CREMA-D_052
clip_02281,TESS,TESS_000
clip_02282,TESS,TESS_001
clip_02285,RAVDESS,RAVDESS_004
clip_02286,TESS,TESS_000
clip_02288,TESS,TESS_000
clip_02289,CREMA-D,CREMA-D_059
clip_02291,CREMA-D,CREMA-D_062
clip_02292,CREMA-D,CREMA-D_034
clip_02293,CREMA-D,CREMA-D_011
clip_02294,CREMA-D,CREMA-D_013
clip_02295,CREMA-D,CREMA-D_003
clip_02296,CREMA-D,CREMA-D_059
clip_02297,TESS,TESS_001
clip_02298,CREMA-D,CREMA-D_013
clip_02299,RAVDESS,RAVDESS_017
clip_02300,RAVDESS,RAVDESS_012
clip_02301,CREMA-D,CREMA-D_013
clip_02302,CREMA-D,CREMA-D_058
clip_02303,CREMA-D,CREMA-D_015
clip_02304,TESS,TESS_000
clip_02305,CREMA-D,CREMA-D_038
clip_02306,CREMA-D,CREMA-D_011
clip_02307,CREMA-D,CREMA-D_055
clip_02309,RAVDESS,RAVDESS_005
clip_02310,CREMA-D,CREMA-D_037
clip_02312,RAVDESS,RAVDESS_013
clip_02313,TESS,TESS_000
clip_02314,CREMA-D,CREMA-D_027
clip_02317,CREMA-D,CREMA-D_059
clip_02318,CREMA-D,CREMA-D_002
clip_02319,TESS,TESS_001
clip_02320,CREMA-D,CREMA-D_000
clip_02321,TESS,TESS_000
clip_02322,CREMA-D,CREMA-D_010
clip_02323,CREMA-D,CREMA-D_018
clip_02324,CREMA-D,CREMA-D_002
clip_02326,CREMA-D,CREMA-D_018
clip_02327,CREMA-D,CREMA-D_022
clip_02328,CREMA-D,CREMA-D_062
clip_02329,CREMA-D,CREMA-D_019
clip_02330,CREMA-D,CREMA-D_030
clip_02331,RAVDESS,RAVDESS_006
clip_02332,CREMA-D,CREMA-D_053
clip_02333,CREMA-D,CREMA-D_061
clip_02334,TESS,TESS_000
clip_02335,CREMA-D,CREMA-D_014
clip_02336,RAVDESS,RAVDESS_000
clip_02337,CREMA-D,CREMA-D_003
clip_02338,CREMA-D,CREMA-D_034
clip_02340,CREMA-D,CREMA-D_018
clip_02341,RAVDESS,RAVDESS_007
clip_02342,UNKNOWN,UNKNOWN_pool
clip_02344,TESS,TESS_001
clip_02345,CREMA-D,CREMA-D_014
clip_02346,CREMA-D,CREMA-D_006
clip_02347,RAVDESS,RAVDESS_009
clip_02348,CREMA-D,CREMA-D_018
clip_02349,CREMA-D,CREMA-D_037
clip_02350,CREMA-D,CREMA-D_030
clip_02351,CREMA-D,CREMA-D_040
clip_02352,CREMA-D,CREMA-D_071
clip_02353,CREMA-D,CREMA-D_024
clip_02354,CREMA-D,CREMA-D_015
clip_02355,CREMA-D,CREMA-D_011
clip_02356,TESS,TESS_000
clip_02357,RAVDESS,RAVDESS_005
clip_02358,TESS,TESS_000
clip_02359,CREMA-D,CREMA-D_018
clip_02360,CREMA-D,CREMA-D_053
clip_02361,RAVDESS,RAVDESS_019
clip_02362,CREMA-D,CREMA-D_025
clip_02363,CREMA-D,CREMA-D_066
clip_02364,TESS,TESS_001
clip_02365,CREMA-D,CREMA-D_001
clip_02366,CREMA-D,CREMA-D_000
clip_02367,CREMA-D,CREMA-D_065
clip_02368,CREMA-D,CREMA-D_030
clip_02370,CREMA-D,CREMA-D_050
clip_02371,TESS,TESS_001
clip_02376,TESS,TESS_001
clip_02378,CREMA-D,CREMA-D_036
clip_02379,CREMA-D,CREMA-D_059
clip_02380,CREMA-D,CREMA-D_038
clip_02381,CREMA-D,CREMA-D_023
clip_02382,RAVDESS,RAVDESS_017
clip_02383,CREMA-D,CREMA-D_063
clip_02385,CREMA-D,CREMA-D_008
clip_02386,CREMA-D,CREMA-D_011
clip_02388,CREMA-D,CREMA-D_043
clip_02389,TESS,TESS_001
clip_02390,CREMA-D,CREMA-D_052
clip_02393,TESS,TESS_001
clip_02394,CREMA-D,CREMA-D_059
clip_02395,TESS,TESS_000
clip_02397,CREMA-D,CREMA-D_003
clip_02399,CREMA-D,CREMA-D_001
clip_02400,CREMA-D,CREMA-D_007
clip_02401,CREMA-D,CREMA-D_060
clip_02402,CREMA-D,CREMA-D_029
clip_02403,TESS,TESS_001
clip_02404,CREMA-D,CREMA-D_069
clip_02406,CREMA-D,CREMA-D_042
clip_02408,CREMA-D,CREMA-D_065
clip_02409,CREMA-D,CREMA-D_011
clip_02410,CREMA-D,CREMA-D_011
clip_02411,CREMA-D,CREMA-D_061
clip_02412,TESS,TESS_001
clip_02414,RAVDESS,RAVDESS_019
clip_02415,CREMA-D,CREMA-D_038
clip_02416,TESS,TESS_001
clip_02417,CREMA-D,CREMA-D_070
clip_02418,CREMA-D,CREMA-D_042
clip_02420,TESS,TESS_001
clip_02421,CREMA-D,CREMA-D_070
clip_02422,CREMA-D,CREMA-D_005
clip_02424,CREMA-D,CREMA-D_064
clip_02425,TESS,TESS_000
clip_02426,TESS,TESS_000
clip_02427,CREMA-D,CREMA-D_016
clip_02428,RAVDESS,RAVDESS_007
clip_02429,RAVDESS,RAVDESS_013
clip_02430,CREMA-D,CREMA-D_041
clip_02431,CREMA-D,CREMA-D_012
clip_02432,TESS,TESS_000
clip_02433,CREMA-D,CREMA-D_061
clip_02434,CREMA-D,CREMA-D_026
clip_02435,TESS,TESS_000
clip_02436,CREMA-D,CREMA-D_021
clip_02437,CREMA-D,CREMA-D_000
clip_02438,TESS,TESS_001
clip_02439,CREMA-D,CREMA-D_018
clip_02441,TESS,TESS_000
clip_02442,CREMA-D,CREMA-D_002
clip_02443,TESS,TESS_001
clip_02444,RAVDESS,RAVDESS_008
clip_02445,CREMA-D,CREMA-D_056
clip_02446,CREMA-D,CREMA-D_055
clip_02448,CREMA-D,CREMA-D_036
clip_02449,CREMA-D,CREMA-D_062
clip_02450,CREMA-D,CREMA-D_034
clip_02451,RAVDESS,RAVDESS_001
clip_02452,TESS,TESS_001
clip_02453,TESS,TESS_001
clip_02454,CREMA-D,CREMA-D_020
clip_02455,CREMA-D,CREMA-D_069
clip_02456,RAVDESS,RAVDESS_008
clip_02457,TESS,TESS_000
clip_02458,CREMA-D,CREMA-D_004
clip_02460,CREMA-D,CREMA-D_025
clip_02461,CREMA-D,CREMA-D_010
clip_02462,CREMA-D,CREMA-D_004
clip_02463,RAVDESS,RAVDESS_019
clip_02464,CREMA-D,CREMA-D_020
clip_02465,CREMA-D,CREMA-D_057
clip_02466,CREMA-D,CREMA-D_008
clip_02467,TESS,TESS_001
clip_02469,TESS,TESS_000
clip_02470,CREMA-D,CREMA-D_056
clip_02471,CREMA-D,CREMA-D_007
clip_02472,CREMA-D,CREMA-D_062
clip_02473,CREMA-D,CREMA-D_021
clip_02474,TESS,TESS_000
clip_02475,TESS,TESS_000
clip_02476,CREMA-D,CREMA-D_064
clip_02477,RAVDESS,RAVDESS_012
clip_02479,CREMA-D,CREMA-D_057
clip_02480,CREMA-D,CREMA-D_071
clip_02481,CREMA-D,CREMA-D_028
clip_02482,CREMA-D,CREMA-D_003
clip_02483,TESS,TESS_000
clip_02485,CREMA-D,CREMA-D_046
clip_02486,TESS,TESS_000
clip_02487,CREMA-D,CREMA-D_002
clip_02488,TESS,TESS_001
clip_02491,TESS,TESS_001
clip_02492,RAVDESS,RAVDESS_000
clip_02495,TESS,TESS_001
clip_02496,CREMA-D,CREMA-D_052
clip_02497,CREMA-D,CREMA-D_006
clip_02500,CREMA-D,CREMA-D_026
clip_02502,CREMA-D,CREMA-D_069
clip_02506,CREMA-D,CREMA-D_048
clip_02507,CREMA-D,CREMA-D_019
clip_02508,CREMA-D,CREMA-D_001
clip_02510,CREMA-D,CREMA-D_018
clip_02512,CREMA-D,CREMA-D_001
clip_02513,CREMA-D,CREMA-D_071
clip_02515,TESS,TESS_001
clip_02516,CREMA-D,CREMA-D_069
clip_02518,RAVDESS,RAVDESS_007
clip_02519,CREMA-D,CREMA-D_055
clip_02521,CREMA-D,CREMA-D_038
clip_02522,CREMA-D,CREMA-D_003
clip_02523,TESS,TESS_000
clip_02524,CREMA-D,CREMA-D_043
clip_02525,CREMA-D,CREMA-D_071
clip_02526,RAVDESS,RAVDESS_008
clip_02529,CREMA-D,CREMA-D_055
clip_02530,TESS,TESS_000
clip_02531,CREMA-D,CREMA-D_039
clip_02532,CREMA-D,CREMA-D_011
clip_02533,CREMA-D,CREMA-D_064
clip_02534,CREMA-D,CREMA-D_061
clip_02535,RAVDESS,RAVDESS_011
clip_02536,CREMA-D,CREMA-D_064
clip_02537,TESS,TESS_001
clip_02538,CREMA-D,CREMA-D_067
clip_02539,TESS,TESS_001
clip_02540,CREMA-D,CREMA-D_020
clip_02541,TESS,TESS_001
clip_02542,CREMA-D,CREMA-D_052
clip_02543,CREMA-D,CREMA-D_042
clip_02544,CREMA-D,CREMA-D_028
clip_02545,TESS,TESS_001
clip_02546,CREMA-D,CREMA-D_040
clip_02547,CREMA-D,CREMA-D_045
clip_02549,CREMA-D,CREMA-D_028
clip_02550,CREMA-D,CREMA-D_045
clip_02551,CREMA-D,CREMA-D_061
clip_02552,CREMA-D,CREMA-D_020
clip_02554,CREMA-D,CREMA-D_001
clip_02556,CREMA-D,CREMA-D_014
clip_02557,TESS,TESS_001
clip_02558,CREMA-D,CREMA-D_028
clip_02559,CREMA-D,CREMA-D_025
clip_02560,CREMA-D,CREMA-D_055
clip_02561,TESS,TESS_000
clip_02562,TESS,TESS_000
clip_02563,CREMA-D,CREMA-D_041
clip_02564,CREMA-D,CREMA-D_056
clip_02565,TESS,TESS_001
clip_02566,CREMA-D,CREMA-D_060
clip_02568,CREMA-D,CREMA-D_031
clip_02569,RAVDESS,RAVDESS_018
clip_02570,CREMA-D,CREMA-D_002
clip_02571,CREMA-D,CREMA-D_061
clip_02572,TESS,TESS_001
clip_02573,TESS,TESS_001
clip_02574,CREMA-D,CREMA-D_071
clip_02575,CREMA-D,CREMA-D_060
clip_02576,CREMA-D,CREMA-D_038
clip_02577,CREMA-D,CREMA-D_017
clip_02579,CREMA-D,CREMA-D_058
clip_02580,RAVDESS,RAVDESS_012
clip_02581,CREMA-D,CREMA-D_028
clip_02582,CREMA-D,CREMA-D_068
clip_02583,CREMA-D,CREMA-D_056
clip_02584,CREMA-D,CREMA-D_002
clip_02585,CREMA-D,CREMA-D_065
clip_02586,CREMA-D,CREMA-D_028
clip_02587,TESS,TESS_001
clip_02588,CREMA-D,CREMA-D_054
clip_02590,CREMA-D,CREMA-D_032
clip_02592,TESS,TESS_000
clip_02593,CREMA-D,CREMA-D_003
clip_02594,CREMA-D,CREMA-D_032
clip_02595,CREMA-D,CREMA-D_031
clip_02596,TESS,TESS_001
clip_02597,RAVDESS,RAVDESS_016
clip_02598,CREMA-D,CREMA-D_001
clip_02599,TESS,TESS_001
clip_02600,CREMA-D,CREMA-D_036
clip_02601,CREMA-D,CREMA-D_000
clip_02602,TESS,TESS_000
clip_02603,TESS,TESS_000
clip_02604,TESS,TESS_000
clip_02605,CREMA-D,CREMA-D_005
clip_02606,CREMA-D,CREMA-D_059
clip_02607,CREMA-D,CREMA-D_014
clip_02608,TESS,TESS_000
clip_02609,CREMA-D,CREMA-D_006
clip_02610,CREMA-D,CREMA-D_059
clip_02612,TESS,TESS_000
clip_02613,CREMA-D,CREMA-D_027
clip_02615,TESS,TESS_000
clip_02616,RAVDESS,RAVDESS_014
clip_02618,CREMA-D,CREMA-D_027
clip_02619,CREMA-D,CREMA-D_019
clip_02621,CREMA-D,CREMA-D_034
clip_02622,CREMA-D,CREMA-D_042
clip_02623,RAVDESS,RAVDESS_006
clip_02624,CREMA-D,CREMA-D_003
clip_02625,CREMA-D,CREMA-D_044
clip_02626,CREMA-D,CREMA-D_058
clip_02627,CREMA-D,CREMA-D_022
clip_02628,CREMA-D,CREMA-D_071
clip_02629,UNKNOWN,UNKNOWN_pool
clip_02630,CREMA-D,CREMA-D_058
clip_02631,CREMA-D,CREMA-D_062
clip_02632,CREMA-D,CREMA-D_034
clip_02633,CREMA-D,CREMA-D_018
clip_02634,CREMA-D,CREMA-D_041
clip_02635,CREMA-D,CREMA-D_067
clip_02636,TESS,TESS_001
clip_02637,CREMA-D,CREMA-D_059
clip_02638,CREMA-D,CREMA-D_062
clip_02639,RAVDESS,RAVDESS_003
clip_02640,CREMA-D,CREMA-D_029
clip_02641,CREMA-D,CREMA-D_033
clip_02642,RAVDESS,RAVDESS_002
clip_02643,CREMA-D,CREMA-D_025
clip_02646,CREMA-D,CREMA-D_046
clip_02647,CREMA-D,CREMA-D_050
clip_02648,CREMA-D,CREMA-D_046
clip_02649,CREMA-D,CREMA-D_042
clip_02650,TESS,TESS_000
clip_02651,CREMA-D,CREMA-D_056
clip_02653,RAVDESS,RAVDESS_002
clip_02654,TESS,TESS_001
clip_02658,RAVDESS,RAVDESS_013
clip_02659,CREMA-D,CREMA-D_067
clip_02660,TESS,TESS_000
clip_02661,CREMA-D,CREMA-D_054
clip_02663,CREMA-D,CREMA-D_014
clip_02664,RAVDESS,RAVDESS_015
clip_02665,RAVDESS,RAVDESS_015
clip_02666,TESS,TESS_001
clip_02667,TESS,TESS_000
clip_02668,CREMA-D,CREMA-D_014
clip_02669,CREMA-D,CREMA-D_060
clip_02670,CREMA-D,CREMA-D_041
clip_02671,TESS,TESS_000
clip_02672,CREMA-D,CREMA-D_064
clip_02673,CREMA-D,CREMA-D_031
clip_02674,TESS,TESS_000
clip_02675,CREMA-D,CREMA-D_007
clip_02677,CREMA-D,CREMA-D_009
clip_02678,CREMA-D,CREMA-D_071
clip_02679,CREMA-D,CREMA-D_066
clip_02680,TESS,TESS_001
clip_02681,TESS,TESS_000
clip_02682,TESS,TESS_000
clip_02684,CREMA-D,CREMA-D_038
clip_02685,CREMA-D,CREMA-D_046
clip_02686,CREMA-D,CREMA-D_011
clip_02687,CREMA-D,CREMA-D_020
clip_02688,CREMA-D,CREMA-D_044
clip_02689,CREMA-D,CREMA-D_037
clip_02690,TESS,TESS_001
clip_02691,TESS,TESS_001
clip_02692,CREMA-D,CREMA-D_011
clip_02693,CREMA-D,CREMA-D_041
clip_02694,CREMA-D,CREMA-D_021
clip_02696,CREMA-D,CREMA-D_004
clip_02697,CREMA-D,CREMA-D_032
clip_02699,CREMA-D,CREMA-D_070
clip_02702,TESS,TESS_001
clip_02703,CREMA-D,CREMA-D_030
clip_02705,CREMA-D,CREMA-D_038
clip_02706,CREMA-D,CREMA-D_059
clip_02707,CREMA-D,CREMA-D_002
clip_02708,CREMA-D,CREMA-D_021
clip_02709,CREMA-D,CREMA-D_022
clip_02710,CREMA-D,CREMA-D_041
clip_02711,CREMA-D,CREMA-D_034
clip_02712,RAVDESS,RAVDESS_017
clip_02713,CREMA-D,CREMA-D_002
clip_02714,TESS,TESS_001
clip_02715,TESS,TESS_000
clip_02716,CREMA-D,CREMA-D_030
clip_02717,TESS,TESS_001
clip_02719,TESS,TESS_001
clip_02720,TESS,TESS_000
clip_02721,RAVDESS,RAVDESS_019
clip_02723,TESS,TESS_001
clip_02725,RAVDESS,RAVDESS_008
clip_02726,RAVDESS,RAVDESS_008
clip_02728,TESS,TESS_000
clip_02729,CREMA-D,CREMA-D_045
clip_02730,CREMA-D,CREMA-D_039
clip_02731,CREMA-D,CREMA-D_051
clip_02732,CREMA-D,CREMA-D_028
clip_02733,CREMA-D,CREMA-D_059
clip_02734,CREMA-D,CREMA-D_007
clip_02736,RAVDESS,RAVDESS_004
clip_02737,RAVDESS,RAVDESS_011
clip_02738,CREMA-D,CREMA-D_059
clip_02739,CREMA-D,CREMA-D_036
clip_02740,CREMA-D,CREMA-D_049
clip_02742,CREMA-D,CREMA-D_009
clip_02744,CREMA-D,CREMA-D_057
clip_02745,CREMA-D,CREMA-D_002
clip_02746,CREMA-D,CREMA-D_025
clip_02749,RAVDESS,RAVDESS_006
clip_02751,CREMA-D,CREMA-D_062
clip_02752,TESS,TESS_001
clip_02753,CREMA-D,CREMA-D_063
clip_02754,TESS,TESS_001
clip_02757,TESS,TESS_001
