path,n_samples
/data/Dataset/test/test/clip_01561.wav,38972
/data/Dataset/train/train/clip_01562.wav,54988
/data/Dataset/train/train/clip_01563.wav,32566
/data/Dataset/train/train/clip_01564.wav,38972
/data/Dataset/train/train/clip_01565.wav,40574
/data/Dataset/train/train/clip_01566.wav,58191
/data/Dataset/train/train/clip_01567.wav,39506
/data/Dataset/train/train/clip_01568.wav,39506
/data/Dataset/train/train/clip_01569.wav,33634
/data/Dataset/train/train/clip_01570.wav,45912
/data/Dataset/train/train/clip_01571.wav,36303
/data/Dataset/train/train/clip_01572.wav,40574
/data/Dataset/train/train/clip_01573.wav,43243
/data/Dataset/train/train/clip_01574.wav,63530
/data/Dataset/train/train/clip_01575.wav,44311
/data/Dataset/train/train/clip_01576.wav,39506
/data/Dataset/train/train/clip_01577.wav,60327
/data/Dataset/train/train/clip_01578.wav,37371
/data/Dataset/train/train/clip_01579.wav,38438
/data/Dataset/train/train/clip_01580.wav,41713
/data/Dataset/train/train/clip_01581.wav,25837
/data/Dataset/train/train/clip_01582.wav,32915
/data/Dataset/train/train/clip_01583.wav,23364
/data/Dataset/train/train/clip_01584.wav,29263
/data/Dataset/test/test/clip_01585.wav,39506
/data/Dataset/train/train/clip_01586.wav,27761
/data/Dataset/train/train/clip_01587.wav,37214
/data/Dataset/train/train/clip_01588.wav,54454
/data/Dataset/train/train/clip_01589.wav,33634
/data/Dataset/test/test/clip_01590.wav,33100
/data/Dataset/train/train/clip_01591.wav,36363
/data/Dataset/train/train/clip_01592.wav,66733
/data/Dataset/train/train/clip_01593.wav,36390
/data/Dataset/train/train/clip_01594.wav,57124
/data/Dataset/train/train/clip_01595.wav,43777
/data/Dataset/train/train/clip_01596.wav,34167
/data/Dataset/train/train/clip_01597.wav,36837
/data/Dataset/train/train/clip_01598.wav,48048
/data/Dataset/train/train/clip_01599.wav,31522
/data/Dataset/train/train/clip_01600.wav,52319
/data/Dataset/test/test/clip_01601.wav,43777
/data/Dataset/train/train/clip_01602.wav,34167
/data/Dataset/test/test/clip_01603.wav,48048
/data/Dataset/train/train/clip_01604.wav,30964
/data/Dataset/train/train/clip_01605.wav,62996
/data/Dataset/test/test/clip_01606.wav,38438
/data/Dataset/train/train/clip_01607.wav,30747
/data/Dataset/train/train/clip_01608.wav,28295
/data/Dataset/train/train/clip_01609.wav,37466
/data/Dataset/train/train/clip_01610.wav,27761
/data/Dataset/test/test/clip_01611.wav,49116
/data/Dataset/test/test/clip_01612.wav,45379
/data/Dataset/train/train/clip_01613.wav,51251
/data/Dataset/train/train/clip_01614.wav,45379
/data/Dataset/train/train/clip_01615.wav,36409
/data/Dataset/train/train/clip_01616.wav,40040
/data/Dataset/train/train/clip_01617.wav,37663
/data/Dataset/train/train/clip_01618.wav,53920
/data/Dataset/train/train/clip_01619.wav,61395
/data/Dataset/train/train/clip_01620.wav,56056
/data/Dataset/train/train/clip_01621.wav,30299
/data/Dataset/train/train/clip_01622.wav,50717
/data/Dataset/train/train/clip_01623.wav,24222
/data/Dataset/train/train/clip_01624.wav,52853
/data/Dataset/train/train/clip_01625.wav,32471
/data/Dataset/train/train/clip_01626.wav,38054
/data/Dataset/train/train/clip_01627.wav,57124
/data/Dataset/train/train/clip_01628.wav,26206
/data/Dataset/train/train/clip_01629.wav,65666
/data/Dataset/train/train/clip_01630.wav,55522
/data/Dataset/train/train/clip_01631.wav,50717
/data/Dataset/train/train/clip_01632.wav,34701
/data/Dataset/train/train/clip_01633.wav,46980
/data/Dataset/test/test/clip_01634.wav,37904
/data/Dataset/train/train/clip_01635.wav,37371
/data/Dataset/train/train/clip_01636.wav,50183
/data/Dataset/train/train/clip_01637.wav,47514
/data/Dataset/train/train/clip_01638.wav,34167
/data/Dataset/train/train/clip_01639.wav,47514
/data/Dataset/train/train/clip_01640.wav,30430
/data/Dataset/train/train/clip_01641.wav,34701
/data/Dataset/train/train/clip_01642.wav,33100
/data/Dataset/train/train/clip_01643.wav,39037
/data/Dataset/train/train/clip_01644.wav,29210
/data/Dataset/train/train/clip_01645.wav,40574
/data/Dataset/train/train/clip_01646.wav,42175
/data/Dataset/train/train/clip_01647.wav,43951
/data/Dataset/train/train/clip_01648.wav,21362
/data/Dataset/train/train/clip_01649.wav,40043
/data/Dataset/test/test/clip_01650.wav,41642
/data/Dataset/test/test/clip_01651.wav,29896
/data/Dataset/train/train/clip_01652.wav,39506
/data/Dataset/train/train/clip_01653.wav,53920
/data/Dataset/test/test/clip_01654.wav,31498
/data/Dataset/train/train/clip_01655.wav,43777
/data/Dataset/train/train/clip_01656.wav,45379
/data/Dataset/train/train/clip_01657.wav,39506
/data/Dataset/test/test/clip_01658.wav,25092
/data/Dataset/train/train/clip_01659.wav,51785
/data/Dataset/train/train/clip_01660.wav,29393
/data/Dataset/train/train/clip_01661.wav,33634
/data/Dataset/test/test/clip_01662.wav,52853
/data/Dataset/train/train/clip_01663.wav,41108
/data/Dataset/train/train/clip_01664.wav,51785
/data/Dataset/train/train/clip_01665.wav,33100
/data/Dataset/train/train/clip_01666.wav,50183
/data/Dataset/train/train/clip_01667.wav,32032
/data/Dataset/train/train/clip_01668.wav,46980
/data/Dataset/train/train/clip_01669.wav,30430
/data/Dataset/train/train/clip_01670.wav,35235
/data/Dataset/train/train/clip_01671.wav,37095
/data/Dataset/train/train/clip_01672.wav,33038
/data/Dataset/train/train/clip_01673.wav,38972
/data/Dataset/test/test/clip_01674.wav,36409
/data/Dataset/test/test/clip_01675.wav,37371
/data/Dataset/train/train/clip_01676.wav,41321
/data/Dataset/train/train/clip_01677.wav,55522
/data/Dataset/test/test/clip_01678.wav,33100
/data/Dataset/train/train/clip_01679.wav,43243
/data/Dataset/train/train/clip_01680.wav,32566
/data/Dataset/train/train/clip_01681.wav,57124
/data/Dataset/train/train/clip_01682.wav,32566
/data/Dataset/train/train/clip_01683.wav,28295
/data/Dataset/train/train/clip_01684.wav,59793
/data/Dataset/train/train/clip_01685.wav,27293
/data/Dataset/train/train/clip_01686.wav,30430
/data/Dataset/test/test/clip_01687.wav,43777
/data/Dataset/train/train/clip_01688.wav,42175
/data/Dataset/train/train/clip_01689.wav,33357
/data/Dataset/train/train/clip_01690.wav,45379
/data/Dataset/train/train/clip_01691.wav,23490
/data/Dataset/train/train/clip_01692.wav,32032
/data/Dataset/test/test/clip_01693.wav,38438
/data/Dataset/train/train/clip_01694.wav,32032
/data/Dataset/train/train/clip_01695.wav,47514
/data/Dataset/train/train/clip_01696.wav,39208
/data/Dataset/train/train/clip_01697.wav,56056
/data/Dataset/train/train/clip_01698.wav,50183
/data/Dataset/train/train/clip_01699.wav,41108
/data/Dataset/train/train/clip_01700.wav,32048
/data/Dataset/train/train/clip_01701.wav,30964
/data/Dataset/test/test/clip_01702.wav,39506
/data/Dataset/train/train/clip_01703.wav,30226
/data/Dataset/train/train/clip_01704.wav,35099
/data/Dataset/train/train/clip_01705.wav,33612
/data/Dataset/train/train/clip_01706.wav,61928
/data/Dataset/train/train/clip_01707.wav,63530
/data/Dataset/train/train/clip_01708.wav,36837
/data/Dataset/train/train/clip_01709.wav,33637
/data/Dataset/train/train/clip_01710.wav,37763
/data/Dataset/train/train/clip_01711.wav,24965
/data/Dataset/train/train/clip_01712.wav,30442
/data/Dataset/train/train/clip_01713.wav,65666
/data/Dataset/train/train/clip_01714.wav,46980
/data/Dataset/train/train/clip_01715.wav,33100
/data/Dataset/test/test/clip_01716.wav,26693
/data/Dataset/train/train/clip_01717.wav,56590
/data/Dataset/train/train/clip_01718.wav,35235
/data/Dataset/train/train/clip_01719.wav,32566
/data/Dataset/train/train/clip_01720.wav,26159
/data/Dataset/train/train/clip_01721.wav,40077
/data/Dataset/train/train/clip_01722.wav,38438
/data/Dataset/train/train/clip_01723.wav,40040
/data/Dataset/train/train/clip_01724.wav,30964
/data/Dataset/train/train/clip_01725.wav,38438
/data/Dataset/train/train/clip_01726.wav,20766
/data/Dataset/test/test/clip_01727.wav,39506
/data/Dataset/test/test/clip_01728.wav,55522
/data/Dataset/train/train/clip_01729.wav,57658
/data/Dataset/test/test/clip_01730.wav,46980
/data/Dataset/train/train/clip_01731.wav,49650
/data/Dataset/train/train/clip_01732.wav,28829
/data/Dataset/train/train/clip_01733.wav,62462
/data/Dataset/test/test/clip_01734.wav,52853
/data/Dataset/train/train/clip_01735.wav,29363
/data/Dataset/train/train/clip_01736.wav,33673
/data/Dataset/test/test/clip_01737.wav,43243
/data/Dataset/test/test/clip_01738.wav,48582
/data/Dataset/train/train/clip_01739.wav,52319
/data/Dataset/train/train/clip_01740.wav,48048
/data/Dataset/train/train/clip_01741.wav,30742
/data/Dataset/train/train/clip_01742.wav,43263
/data/Dataset/train/train/clip_01743.wav,35235
/data/Dataset/train/train/clip_01744.wav,31436
/data/Dataset/train/train/clip_01745.wav,32032
/data/Dataset/train/train/clip_01746.wav,61928
/data/Dataset/train/train/clip_01747.wav,48048
/data/Dataset/test/test/clip_01748.wav,45379
/data/Dataset/train/train/clip_01749.wav,41642
/data/Dataset/train/train/clip_01750.wav,46980
/data/Dataset/train/train/clip_01751.wav,35769
/data/Dataset/train/train/clip_01752.wav,42709
/data/Dataset/train/train/clip_01753.wav,57124
/data/Dataset/train/train/clip_01754.wav,42175
/data/Dataset/train/train/clip_01755.wav,58191
/data/Dataset/train/train/clip_01756.wav,57124
/data/Dataset/train/train/clip_01757.wav,48582
/data/Dataset/train/train/clip_01758.wav,40028
/data/Dataset/test/test/clip_01759.wav,39506
/data/Dataset/train/train/clip_01760.wav,43228
/data/Dataset/train/train/clip_01761.wav,45379
/data/Dataset/train/train/clip_01762.wav,33209
/data/Dataset/train/train/clip_01763.wav,30964
/data/Dataset/train/train/clip_01764.wav,32566
/data/Dataset/train/train/clip_01765.wav,26319
/data/Dataset/test/test/clip_01766.wav,38438
/data/Dataset/test/test/clip_01767.wav,52319
/data/Dataset/train/train/clip_01768.wav,45379
/data/Dataset/train/train/clip_01769.wav,24454
/data/Dataset/train/train/clip_01770.wav,30396
/data/Dataset/test/test/clip_01771.wav,36409
/data/Dataset/train/train/clip_01772.wav,33100
/data/Dataset/test/test/clip_01773.wav,45912
/data/Dataset/train/train/clip_01774.wav,29363
/data/Dataset/train/train/clip_01775.wav,37371
/data/Dataset/train/train/clip_01776.wav,37904
/data/Dataset/train/train/clip_01777.wav,56056
/data/Dataset/train/train/clip_01778.wav,29975
/data/Dataset/train/train/clip_01779.wav,31498
/data/Dataset/train/train/clip_01780.wav,59793
/data/Dataset/test/test/clip_01781.wav,47514
/data/Dataset/train/train/clip_01782.wav,44845
/data/Dataset/train/train/clip_01783.wav,25626
/data/Dataset/train/train/clip_01784.wav,51251
/data/Dataset/train/train/clip_01785.wav,35591
/data/Dataset/train/train/clip_01786.wav,41642
/data/Dataset/train/train/clip_01787.wav,61929
/data/Dataset/train/train/clip_01788.wav,22323
/data/Dataset/train/train/clip_01789.wav,30326
/data/Dataset/train/train/clip_01790.wav,60327
/data/Dataset/train/train/clip_01791.wav,59793
/data/Dataset/train/train/clip_01792.wav,36107
/data/Dataset/train/train/clip_01793.wav,41740
/data/Dataset/train/train/clip_01794.wav,32503
/data/Dataset/test/test/clip_01795.wav,45912
/data/Dataset/test/test/clip_01796.wav,46446
/data/Dataset/train/train/clip_01797.wav,31166
/data/Dataset/train/train/clip_01798.wav,36523
/data/Dataset/train/train/clip_01799.wav,38972
/data/Dataset/test/test/clip_01800.wav,32032
/data/Dataset/train/train/clip_01801.wav,50183
/data/Dataset/train/train/clip_01802.wav,34701
/data/Dataset/test/test/clip_01803.wav,41642
/data/Dataset/train/train/clip_01804.wav,39506
/data/Dataset/train/train/clip_01805.wav,27553
/data/Dataset/train/train/clip_01806.wav,53387
/data/Dataset/train/train/clip_01807.wav,50717
/data/Dataset/test/test/clip_01808.wav,41108
/data/Dataset/train/train/clip_01809.wav,42709
/data/Dataset/train/train/clip_01810.wav,49116
/data/Dataset/train/train/clip_01811.wav,40690
/data/Dataset/train/train/clip_01812.wav,32032
/data/Dataset/train/train/clip_01813.wav,50183
/data/Dataset/train/train/clip_01814.wav,35152
/data/Dataset/train/train/clip_01815.wav,35235
/data/Dataset/train/train/clip_01816.wav,28377
/data/Dataset/test/test/clip_01817.wav,32566
/data/Dataset/train/train/clip_01818.wav,46980
/data/Dataset/train/train/clip_01819.wav,33413
/data/Dataset/train/train/clip_01820.wav,34779
/data/Dataset/train/train/clip_01821.wav,35660
/data/Dataset/train/train/clip_01822.wav,36837
/data/Dataset/train/train/clip_01823.wav,29745
/data/Dataset/test/test/clip_01824.wav,36837
/data/Dataset/train/train/clip_01825.wav,39506
/data/Dataset/test/test/clip_01826.wav,31498
/data/Dataset/train/train/clip_01827.wav,34167
/data/Dataset/train/train/clip_01828.wav,61395
/data/Dataset/train/train/clip_01829.wav,43777
/data/Dataset/train/train/clip_01830.wav,33100
/data/Dataset/train/train/clip_01831.wav,39613
/data/Dataset/train/train/clip_01832.wav,45379
/data/Dataset/train/train/clip_01833.wav,73673
/data/Dataset/train/train/clip_01834.wav,27412
/data/Dataset/test/test/clip_01835.wav,59259
/data/Dataset/train/train/clip_01836.wav,34701
/data/Dataset/train/train/clip_01837.wav,56056
/data/Dataset/train/train/clip_01838.wav,33634
/data/Dataset/test/test/clip_01839.wav,52319
/data/Dataset/train/train/clip_01840.wav,43243
/data/Dataset/train/train/clip_01841.wav,47514
/data/Dataset/train/train/clip_01842.wav,30720
/data/Dataset/train/train/clip_01843.wav,38972
/data/Dataset/train/train/clip_01844.wav,30964
/data/Dataset/train/train/clip_01845.wav,35213
/data/Dataset/test/test/clip_01846.wav,51251
/data/Dataset/train/train/clip_01847.wav,26159
/data/Dataset/train/train/clip_01848.wav,36303
/data/Dataset/train/train/clip_01849.wav,42709
/data/Dataset/test/test/clip_01850.wav,38972
/data/Dataset/train/train/clip_01851.wav,34167
/data/Dataset/train/train/clip_01852.wav,38438
/data/Dataset/test/test/clip_01853.wav,45913
/data/Dataset/train/train/clip_01854.wav,45912
/data/Dataset/train/train/clip_01855.wav,27761
/data/Dataset/train/train/clip_01856.wav,55522
/data/Dataset/train/train/clip_01857.wav,36181
/data/Dataset/train/train/clip_01858.wav,45379
/data/Dataset/train/train/clip_01859.wav,30499
/data/Dataset/train/train/clip_01860.wav,33213
/data/Dataset/train/train/clip_01861.wav,29363
/data/Dataset/train/train/clip_01862.wav,26808
/data/Dataset/train/train/clip_01863.wav,27227
/data/Dataset/train/train/clip_01864.wav,29363
/data/Dataset/test/test/clip_01865.wav,37904
/data/Dataset/test/test/clip_01866.wav,48582
/data/Dataset/train/train/clip_01867.wav,28861
/data/Dataset/train/train/clip_01868.wav,36303
/data/Dataset/train/train/clip_01869.wav,43777
/data/Dataset/train/train/clip_01870.wav,31498
/data/Dataset/train/train/clip_01871.wav,26693
/data/Dataset/test/test/clip_01872.wav,36837
/data/Dataset/test/test/clip_01873.wav,53920
/data/Dataset/train/train/clip_01874.wav,31084
/data/Dataset/train/train/clip_01875.wav,29620
/data/Dataset/train/train/clip_01876.wav,40924
/data/Dataset/test/test/clip_01877.wav,33634
/data/Dataset/train/train/clip_01878.wav,41108
/data/Dataset/train/train/clip_01879.wav,23117
/data/Dataset/train/train/clip_01880.wav,40574
/data/Dataset/train/train/clip_01881.wav,47514
/data/Dataset/train/train/clip_01882.wav,41642
/data/Dataset/test/test/clip_01883.wav,58191
/data/Dataset/train/train/clip_01884.wav,51251
/data/Dataset/train/train/clip_01885.wav,54454
/data/Dataset/train/train/clip_01886.wav,36483
/data/Dataset/train/train/clip_01887.wav,36837
/data/Dataset/train/train/clip_01888.wav,40574
/data/Dataset/train/train/clip_01889.wav,58191
/data/Dataset/train/train/clip_01890.wav,36837
/data/Dataset/train/train/clip_01891.wav,29363
/data/Dataset/train/train/clip_01892.wav,40574
/data/Dataset/train/train/clip_01893.wav,25614
/data/Dataset/train/train/clip_01894.wav,66199
/data/Dataset/train/train/clip_01895.wav,32032
/data/Dataset/train/train/clip_01896.wav,53920
/data/Dataset/test/test/clip_01897.wav,40040
/data/Dataset/train/train/clip_01898.wav,43243
/data/Dataset/train/train/clip_01899.wav,33187
/data/Dataset/train/train/clip_01900.wav,34538
/data/Dataset/train/train/clip_01901.wav,29896
/data/Dataset/train/train/clip_01902.wav,22845
/data/Dataset/train/train/clip_01903.wav,30430
/data/Dataset/train/train/clip_01904.wav,40040
/data/Dataset/train/train/clip_01905.wav,42709
/data/Dataset/test/test/clip_01906.wav,41108
/data/Dataset/train/train/clip_01907.wav,34028
/data/Dataset/test/test/clip_01908.wav,35235
/data/Dataset/train/train/clip_01909.wav,34417
/data/Dataset/train/train/clip_01910.wav,36837
/data/Dataset/train/train/clip_01911.wav,34316
/data/Dataset/train/train/clip_01912.wav,42175
/data/Dataset/train/train/clip_01913.wav,32566
/data/Dataset/train/train/clip_01914.wav,36770
/data/Dataset/train/train/clip_01915.wav,32566
/data/Dataset/train/train/clip_01916.wav,30430
/data/Dataset/train/train/clip_01917.wav,30430
/data/Dataset/test/test/clip_01918.wav,34167
/data/Dataset/train/train/clip_01919.wav,42709
/data/Dataset/train/train/clip_01920.wav,31498
/data/Dataset/train/train/clip_01921.wav,44311
/data/Dataset/train/train/clip_01922.wav,35232
/data/Dataset/test/test/clip_01923.wav,41108
/data/Dataset/train/train/clip_01924.wav,37905
/data/Dataset/train/train/clip_01925.wav,34435
/data/Dataset/train/train/clip_01926.wav,29363
/data/Dataset/train/train/clip_01927.wav,30964
/data/Dataset/test/test/clip_01928.wav,41642
/data/Dataset/test/test/clip_01929.wav,39506
/data/Dataset/train/train/clip_01930.wav,30430
/data/Dataset/train/train/clip_01931.wav,40040
/data/Dataset/train/train/clip_01932.wav,37013
/data/Dataset/test/test/clip_01933.wav,22956
/data/Dataset/train/train/clip_01934.wav,35235
/data/Dataset/train/train/clip_01935.wav,29896
/data/Dataset/test/test/clip_01936.wav,54454
/data/Dataset/train/train/clip_01937.wav,42709
/data/Dataset/train/train/clip_01938.wav,30964
/data/Dataset/train/train/clip_01939.wav,33364
/data/Dataset/train/train/clip_01940.wav,43494
/data/Dataset/train/train/clip_01941.wav,38438
/data/Dataset/train/train/clip_01942.wav,29896
/data/Dataset/train/train/clip_01943.wav,30964
/data/Dataset/train/train/clip_01944.wav,41108
/data/Dataset/train/train/clip_01945.wav,28941
/data/Dataset/train/train/clip_01946.wav,41108
/data/Dataset/train/train/clip_01947.wav,41108
/data/Dataset/train/train/clip_01948.wav,34701
/data/Dataset/train/train/clip_01949.wav,34620
/data/Dataset/train/train/clip_01950.wav,23918
/data/Dataset/train/train/clip_01951.wav,41108
/data/Dataset/train/train/clip_01952.wav,38438
/data/Dataset/test/test/clip_01953.wav,37371
/data/Dataset/train/train/clip_01954.wav,39568
/data/Dataset/train/train/clip_01955.wav,31235
/data/Dataset/train/train/clip_01956.wav,24999
/data/Dataset/train/train/clip_01957.wav,36409
/data/Dataset/train/train/clip_01958.wav,43243
/data/Dataset/test/test/clip_01959.wav,37371
/data/Dataset/test/test/clip_01960.wav,37371
/data/Dataset/train/train/clip_01961.wav,33100
/data/Dataset/train/train/clip_01962.wav,42405
/data/Dataset/train/train/clip_01963.wav,35235
/data/Dataset/train/train/clip_01964.wav,38972
/data/Dataset/train/train/clip_01965.wav,29897
/data/Dataset/train/train/clip_01966.wav,43777
/data/Dataset/train/train/clip_01967.wav,40040
/data/Dataset/train/train/clip_01968.wav,33507
/data/Dataset/train/train/clip_01969.wav,26414
/data/Dataset/train/train/clip_01970.wav,51251
/data/Dataset/train/train/clip_01971.wav,28829
/data/Dataset/train/train/clip_01972.wav,28829
/data/Dataset/train/train/clip_01973.wav,33100
/data/Dataset/train/train/clip_01974.wav,36837
/data/Dataset/train/train/clip_01975.wav,29363
/data/Dataset/train/train/clip_01976.wav,43243
/data/Dataset/train/train/clip_01977.wav,71538
/data/Dataset/train/train/clip_01978.wav,25325
/data/Dataset/train/train/clip_01979.wav,66733
/data/Dataset/train/train/clip_01980.wav,37419
/data/Dataset/test/test/clip_01981.wav,41642
/data/Dataset/test/test/clip_01982.wav,49650
/data/Dataset/train/train/clip_01983.wav,29897
/data/Dataset/train/train/clip_01984.wav,57124
/data/Dataset/train/train/clip_01985.wav,25626
/data/Dataset/test/test/clip_01986.wav,54988
/data/Dataset/train/train/clip_01987.wav,46446
/data/Dataset/train/train/clip_01988.wav,38438
/data/Dataset/train/train/clip_01989.wav,24196
/data/Dataset/train/train/clip_01990.wav,29654
/data/Dataset/train/train/clip_01991.wav,38438
/data/Dataset/train/train/clip_01992.wav,38972
/data/Dataset/test/test/clip_01993.wav,30430
/data/Dataset/train/train/clip_01994.wav,31950
/data/Dataset/train/train/clip_01995.wav,38972
/data/Dataset/train/train/clip_01996.wav,34701
/data/Dataset/train/train/clip_01997.wav,39506
/data/Dataset/train/train/clip_01998.wav,48048
/data/Dataset/train/train/clip_01999.wav,34167
/data/Dataset/train/train/clip_02000.wav,20750
/data/Dataset/train/train/clip_02001.wav,36523
/data/Dataset/train/train/clip_02002.wav,42709
/data/Dataset/train/train/clip_02003.wav,28295
/data/Dataset/test/test/clip_02004.wav,50183
/data/Dataset/train/train/clip_02005.wav,23910
/data/Dataset/train/train/clip_02006.wav,26159
/data/Dataset/train/train/clip_02007.wav,45912
/data/Dataset/test/test/clip_02008.wav,50717
/data/Dataset/test/test/clip_02009.wav,38438
/data/Dataset/test/test/clip_02010.wav,43777
/data/Dataset/train/train/clip_02011.wav,37904
/data/Dataset/train/train/clip_02012.wav,34167
/data/Dataset/train/train/clip_02013.wav,53921
/data/Dataset/test/test/clip_02014.wav,44311
/data/Dataset/test/test/clip_02015.wav,65666
/data/Dataset/train/train/clip_02016.wav,43243
/data/Dataset/train/train/clip_02017.wav,27761
/data/Dataset/test/test/clip_02018.wav,42709
/data/Dataset/train/train/clip_02019.wav,29363
/data/Dataset/train/train/clip_02020.wav,37904
/data/Dataset/train/train/clip_02021.wav,40574
/data/Dataset/train/train/clip_02022.wav,31637
/data/Dataset/test/test/clip_02023.wav,43777
/data/Dataset/train/train/clip_02024.wav,43243
/data/Dataset/train/train/clip_02025.wav,36523
/data/Dataset/train/train/clip_02026.wav,45379
/data/Dataset/train/train/clip_02027.wav,41108
/data/Dataset/train/train/clip_02028.wav,33100
/data/Dataset/train/train/clip_02029.wav,33129
/data/Dataset/train/train/clip_02030.wav,43243
/data/Dataset/train/train/clip_02031.wav,59793
/data/Dataset/train/train/clip_02032.wav,39087
/data/Dataset/train/train/clip_02033.wav,41642
/data/Dataset/train/train/clip_02034.wav,39506
/data/Dataset/train/train/clip_02035.wav,42175
/data/Dataset/train/train/clip_02036.wav,38972
/data/Dataset/train/train/clip_02037.wav,29363
/data/Dataset/test/test/clip_02038.wav,64064
/data/Dataset/train/train/clip_02039.wav,56056
/data/Dataset/test/test/clip_02040.wav,43777
/data/Dataset/train/train/clip_02041.wav,32516
/data/Dataset/train/train/clip_02042.wav,64598
/data/Dataset/train/train/clip_02043.wav,26693
/data/Dataset/train/train/clip_02044.wav,38092
/data/Dataset/train/train/clip_02045.wav,33541
/data/Dataset/train/train/clip_02046.wav,46980
/data/Dataset/train/train/clip_02047.wav,28295
/data/Dataset/train/train/clip_02048.wav,23804
/data/Dataset/train/train/clip_02049.wav,48582
/data/Dataset/train/train/clip_02050.wav,27118
/data/Dataset/train/train/clip_02051.wav,41642
/data/Dataset/train/train/clip_02052.wav,59793
/data/Dataset/test/test/clip_02053.wav,34701
/data/Dataset/train/train/clip_02054.wav,32032
/data/Dataset/train/train/clip_02055.wav,39506
/data/Dataset/train/train/clip_02056.wav,47514
/data/Dataset/test/test/clip_02057.wav,41642
/data/Dataset/train/train/clip_02058.wav,37371
/data/Dataset/test/test/clip_02059.wav,31498
/data/Dataset/train/train/clip_02060.wav,44311
/data/Dataset/train/train/clip_02061.wav,44845
/data/Dataset/train/train/clip_02062.wav,32447
/data/Dataset/train/train/clip_02063.wav,44265
/data/Dataset/train/train/clip_02064.wav,32032
/data/Dataset/train/train/clip_02065.wav,39725
/data/Dataset/test/test/clip_02066.wav,43777
/data/Dataset/train/train/clip_02067.wav,35555
/data/Dataset/train/train/clip_02068.wav,38972
/data/Dataset/train/train/clip_02069.wav,33634
/data/Dataset/train/train/clip_02070.wav,33279
/data/Dataset/train/train/clip_02071.wav,46446
/data/Dataset/train/train/clip_02072.wav,50183
/data/Dataset/train/train/clip_02073.wav,29363
/data/Dataset/train/train/clip_02074.wav,40574
/data/Dataset/train/train/clip_02075.wav,32399
/data/Dataset/train/train/clip_02076.wav,48048
/data/Dataset/test/test/clip_02077.wav,56590
/data/Dataset/test/test/clip_02078.wav,46980
/data/Dataset/train/train/clip_02079.wav,48048
/data/Dataset/train/train/clip_02080.wav,36837
/data/Dataset/train/train/clip_02081.wav,30430
/data/Dataset/train/train/clip_02082.wav,45379
/data/Dataset/train/train/clip_02083.wav,45379
/data/Dataset/train/train/clip_02084.wav,57657
/data/Dataset/train/train/clip_02085.wav,25670
/data/Dataset/test/test/clip_02086.wav,32032
/data/Dataset/train/train/clip_02087.wav,35439
/data/Dataset/train/train/clip_02088.wav,44311
/data/Dataset/train/train/clip_02089.wav,36303
/data/Dataset/train/train/clip_02090.wav,34374
/data/Dataset/train/train/clip_02091.wav,34701
/data/Dataset/test/test/clip_02092.wav,58725
/data/Dataset/train/train/clip_02093.wav,30430
/data/Dataset/train/train/clip_02094.wav,42709
/data/Dataset/train/train/clip_02095.wav,42175
/data/Dataset/train/train/clip_02096.wav,45913
/data/Dataset/train/train/clip_02097.wav,32566
/data/Dataset/train/train/clip_02098.wav,40040
/data/Dataset/train/train/clip_02099.wav,48048
/data/Dataset/train/train/clip_02100.wav,40040
/data/Dataset/train/train/clip_02101.wav,38274
/data/Dataset/train/train/clip_02102.wav,42709
/data/Dataset/train/train/clip_02103.wav,31099
/data/Dataset/train/train/clip_02104.wav,42709
/data/Dataset/train/train/clip_02105.wav,41108
/data/Dataset/train/train/clip_02106.wav,54455
/data/Dataset/train/train/clip_02107.wav,40651
/data/Dataset/train/train/clip_02108.wav,36837
/data/Dataset/train/train/clip_02109.wav,30964
/data/Dataset/train/train/clip_02110.wav,33100
/data/Dataset/train/train/clip_02111.wav,39809
/data/Dataset/train/train/clip_02112.wav,38438
/data/Dataset/test/test/clip_02113.wav,43777
/data/Dataset/train/train/clip_02114.wav,25370
/data/Dataset/train/train/clip_02115.wav,33634
/data/Dataset/train/train/clip_02116.wav,27981
/data/Dataset/train/train/clip_02117.wav,30430
/data/Dataset/train/train/clip_02118.wav,40040
/data/Dataset/test/test/clip_02119.wav,54454
/data/Dataset/train/train/clip_02120.wav,31130
/data/Dataset/train/train/clip_02121.wav,48582
/data/Dataset/train/train/clip_02122.wav,42709
/data/Dataset/train/train/clip_02123.wav,36409
/data/Dataset/train/train/clip_02124.wav,32902
/data/Dataset/test/test/clip_02125.wav,52853
/data/Dataset/test/test/clip_02126.wav,54454
/data/Dataset/test/test/clip_02127.wav,40040
/data/Dataset/train/train/clip_02128.wav,42175
/data/Dataset/test/test/clip_02129.wav,37904
/data/Dataset/train/train/clip_02130.wav,38972
/data/Dataset/test/test/clip_02131.wav,47514
/data/Dataset/test/test/clip_02132.wav,45912
/data/Dataset/train/train/clip_02133.wav,23992
/data/Dataset/train/train/clip_02134.wav,31715
/data/Dataset/train/train/clip_02135.wav,32566
/data/Dataset/test/test/clip_02136.wav,40040
/data/Dataset/train/train/clip_02137.wav,29966
/data/Dataset/train/train/clip_02138.wav,64064
/data/Dataset/train/train/clip_02139.wav,43243
/data/Dataset/train/train/clip_02140.wav,59793
/data/Dataset/train/train/clip_02141.wav,44311
/data/Dataset/train/train/clip_02142.wav,31745
/data/Dataset/train/train/clip_02143.wav,59259
